disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id,mapping_scope,target_kind,target_code,mapping_relation,comparability,projection_policy,aggregation_policy,definition_version
D002,Cholera,cholera,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D002,exact,conditional,canonical,direct_only,*
D144,CJK,cjk,National weekly,,Reviewed Creutzfeldt-Jakob disease category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D144,exact,conditional,canonical,direct_only,*
,"Clostridium difficile, schwerer Verlauf",clostridium-difficile-schwerer-verlauf,National weekly,,Severe-course definition has no reviewed canonical concept,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D004,COVID-19,covid-19,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D004,exact,conditional,canonical,direct_only,*
D021,Denguefieber,denguefieber,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D021,exact,conditional,canonical,direct_only,*
D029,Diphtherie,diphtherie,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D029,exact,conditional,canonical,direct_only,*
D241,E.-coli-Enteritis,e-coli-enteritis,National weekly,,Aggregate reported E. coli enteritis category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D241,exact,conditional,canonical,direct_only,*
D050,Ebolafieber,ebolafieber,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D050,exact,conditional,canonical,direct_only,*
D115,EHEC-Erkrankung,ehec-erkrankung,National weekly,,Reviewed STEC and EHEC source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D115,exact,conditional,canonical,direct_only,*
D227,Enterobacteriaceae-Infektion oder –Kolonisation,enterobacteriaceae-infektion-oder-kolonisation,National weekly,,Canonical concept explicitly covers infection or colonization under the resistance definition,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D227,exact,conditional,canonical,direct_only,*
D183,Fleckfieber,fleckfieber,National weekly,,Epidemic typhus distinct from Typhus abdominalis,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D183,exact,conditional,canonical,direct_only,*
D205,FSME (Frühsommer-Meningoenzephalitis),fsme-fr-hsommer-meningoenzephalitis,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D205,exact,conditional,canonical,direct_only,*
,Gasbrand,gasbrand,National weekly,,No reviewed canonical gas gangrene concept,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D059,Gelbfieber,gelbfieber,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D059,exact,conditional,canonical,direct_only,*
D099,Giardiasis,giardiasis,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D099,exact,conditional,canonical,direct_only,*
D100,"Haemophilus influenzae, invasive Erkrankung",haemophilus-influenzae-invasive-erkrankung,National weekly,,Invasive subset of the canonical organism-level concept,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D100,narrower,conditional,canonical,direct_only,*
D102,Hantavirus-Erkrankung,hantavirus-erkrankung,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D102,exact,conditional,canonical,direct_only,*
D007,Hepatitis A,hepatitis-a,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D007,exact,conditional,canonical,direct_only,*
D008,Hepatitis B,hepatitis-b,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D008,exact,conditional,canonical,direct_only,*
D009,Hepatitis C,hepatitis-c,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D009,exact,conditional,canonical,direct_only,*
D010,Hepatitis D,hepatitis-d,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D010,exact,conditional,canonical,direct_only,*
D011,Hepatitis E,hepatitis-e,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D011,exact,conditional,canonical,direct_only,*
,Hepatitis Non A-E,hepatitis-non-a-e,National weekly,,Residual hepatitis category cannot map to one canonical concept,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D103,"HUS (Hämolytisch-urämisches Syndrom), enteropathisch",hus-h-molytisch-ur-misches-syndrom-enteropathisch,National weekly,,Enteropathic subset of hemolytic uremic syndrome,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D103,narrower,conditional,canonical,direct_only,*
D038,"Influenza, saisonal",influenza-saisonal,National weekly,,Reviewed seasonal influenza category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D038,exact,conditional,canonical,direct_only,*
D016,"Influenza, zoonotisch",influenza-zoonotisch,National weekly,,Reviewed zoonotic influenza category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D016,exact,conditional,canonical,direct_only,*
D137,Keratokunjunktivitis (Meldepflicht gemäß IfSG),keratokunjunktivitis-meldepflicht-gem-ss-ifsg,National weekly,,IfSG category is epidemic keratoconjunctivitis,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D137,exact,conditional,canonical,direct_only,*
,Keratokunjunktivitis (Meldepflicht gemäß Landesmeldeverordnung),keratokunjunktivitis-meldepflicht-gem-ss-landesmeldeverordnung,National weekly,,State-law series overlaps the IfSG series and is retained without canonical projection,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D028,Keuchhusten (Meldepflicht gemäß IfSG),keuchhusten-meldepflicht-gem-ss-ifsg,National weekly,,Federal-law reporting series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D028,exact,conditional,canonical,direct_only,*
D028,Keuchhusten (Meldepflicht gemäß Landesmeldeverordnung),keuchhusten-meldepflicht-gem-ss-landesmeldeverordnung,National weekly,,Historical state-law reporting series preceding the federal series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D028,exact,conditional,canonical,direct_only,*
D096,Kryptosporidiose,kryptosporidiose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D096,exact,conditional,canonical,direct_only,*
D145,Läuserückfallfieber,l-user-ckfallfieber,National weekly,,Louse-borne subset of relapsing fever,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D145,narrower,conditional,canonical,direct_only,*
D053,Lassafieber,lassafieber,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D053,exact,conditional,canonical,direct_only,*
D107,Legionellose,legionellose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D107,exact,conditional,canonical,direct_only,*
D042,Lepra,lepra,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D042,exact,conditional,canonical,direct_only,*
D035,Leptospirose,leptospirose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D035,exact,conditional,canonical,direct_only,*
D108,Listeriose,listeriose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D108,exact,conditional,canonical,direct_only,*
D037,Malaria,malaria,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D037,exact,conditional,canonical,direct_only,*
D017,Masern,masern,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D017,exact,conditional,canonical,direct_only,*
,"Meningitis, andere",meningitis-andere,National weekly,,Residual mixed meningitis category cannot map to one canonical concept,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D110,"Meningokokken, invasive Erkrankung",meningokokken-invasive-erkrankung,National weekly,,Reviewed invasive meningococcal disease category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D110,exact,conditional,canonical,direct_only,*
D023,Milzbrand,milzbrand,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D023,exact,conditional,canonical,direct_only,*
D065,Mpox,mpox,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D065,exact,conditional,canonical,direct_only,*
D236,"MRSA, invasive Infektion",mrsa-invasive-infektion,National weekly,,Invasive subset of the canonical MRSA surveillance concept,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D236,narrower,conditional,canonical,direct_only,*
D039,Mumps (Meldepflicht gemäß IfSG),mumps-meldepflicht-gem-ss-ifsg,National weekly,,Federal-law reporting series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D039,exact,conditional,canonical,direct_only,*
D039,Mumps (Meldepflicht gemäß Landesmeldeverordnung),mumps-meldepflicht-gem-ss-landesmeldeverordnung,National weekly,,Historical state-law reporting series preceding the federal series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D039,exact,conditional,canonical,direct_only,*
,Norovirus-Gastroenteritis,norovirus-gastroenteritis,National weekly,,No reviewed canonical norovirus disease concept,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D112,Ornithose,ornithose,National weekly,,Reviewed psittacosis and ornithosis category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D112,exact,conditional,canonical,direct_only,*
,Orthopocken,orthopocken,National weekly,,Broader orthopox category is not equivalent to Mpox or smallpox,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D234,Paratyphus,paratyphus,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D234,exact,conditional,canonical,direct_only,*
D106,Pneumokokken (Meldepflicht gemäß IfSG),pneumokokken-meldepflicht-gem-ss-ifsg,National weekly,,Federal invasive pneumococcal reporting series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D106,exact,conditional,canonical,direct_only,*
D106,Pneumokokken (Meldepflicht gemäß Landesverordnung),pneumokokken-meldepflicht-gem-ss-landesverordnung,National weekly,,Historical state-law reporting series preceding the federal series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D106,exact,conditional,canonical,direct_only,*
D113,Q-Fieber,q-fieber,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D113,exact,conditional,canonical,direct_only,*
D168,"Röteln, konnatal",r-teln-konnatal,National weekly,,Reviewed congenital rubella syndrome category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D168,exact,conditional,canonical,direct_only,*
D040,Röteln (Meldepflicht gemäß Landesmeldeverordnung),r-teln-meldepflicht-gem-ss-landesmeldeverordnung,National weekly,,Historical state-law rubella reporting series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D040,exact,conditional,canonical,direct_only,*
D040,"Röteln, postnatal",r-teln-postnatal,National weekly,,Postnatal rubella source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D040,narrower,conditional,canonical,direct_only,*
D199,Rotavirus-Gastroenteritis,rotavirus-gastroenteritis,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D199,exact,conditional,canonical,direct_only,*
D142,RSV (Meldepflicht gemäß IfSG),rsv-meldepflicht-gem-ss-ifsg,National weekly,,Reviewed federal RSV reporting category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D142,exact,conditional,canonical,direct_only,*
D114,Salmonellose,salmonellose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D114,exact,conditional,canonical,direct_only,*
D031,Scharlach,scharlach,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D031,exact,conditional,canonical,direct_only,*
D105,Shigellose,shigellose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D105,exact,conditional,canonical,direct_only,*
,Subakute Sklerosierende Panenzephalitis,subakute-sklerosierende-panenzephalitis,National weekly,,Late measles complication is not equivalent to acute measles,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D120,Tetanus,tetanus,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D120,exact,conditional,canonical,direct_only,*
D019,Tollwut,tollwut,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D019,exact,conditional,canonical,direct_only,*
,Tollwutexpositionsverdacht,tollwutexpositionsverdacht,National weekly,,Exposure suspicion is not a disease case,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D085,Toxoplasmose,toxoplasmose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D085,exact,conditional,canonical,direct_only,*
D122,Trichinellose,trichinellose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D122,exact,conditional,canonical,direct_only,*
D025,Tuberkulose,tuberkulose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D025,exact,conditional,canonical,direct_only,*
D123,Tularämie,tular-mie,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D123,exact,conditional,canonical,direct_only,*
D124,Typhus abdominalis,typhus-abdominalis,National weekly,,Typhoid fever distinct from Fleckfieber,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D124,exact,conditional,canonical,direct_only,*
D126,Vibrionen,vibrionen,National weekly,,Reviewed vibriosis surveillance category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D126,exact,conditional,canonical,direct_only,*
D127,Virale hämorrhagische Fieber,virale-h-morrhagische-fieber,National weekly,,Reviewed aggregate viral hemorrhagic fever category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D127,exact,conditional,canonical,direct_only,*
D128,West-Nil-Virus,west-nil-virus,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D128,exact,conditional,canonical,direct_only,*
D054,Windpocken,windpocken,National weekly,,Federal varicella reporting series,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D054,exact,conditional,canonical,direct_only,*
D054,Windpocken (Meldepflicht gemäß Landesmeldeverordnung),windpocken-meldepflicht-gem-ss-landesmeldeverordnung,National weekly,,Historical state-law reporting series preceding federal reporting,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D054,exact,conditional,canonical,direct_only,*
D155,Yersiniose,yersiniose,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D155,exact,conditional,canonical,direct_only,*
D051,Zikavirus-Erkrankung,zikavirus-erkrankung,National weekly,,Reviewed official source category,Germany RKI SurvStat 2.0,SRC_DE_RKI_SURVSTAT,,source_category_dimension,concept,D051,exact,conditional,canonical,direct_only,*
D023,Anthrax,anth,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_ANTH_ANNUAL,source_category_dimension,concept,D023,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
,Arenavirus infection,arena,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved; legacy flat-target compatibility is intentionally disabled,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_ARENA_ANNUAL,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D091,Botulism,botu,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_BOTU_ANNUAL,source_category_dimension,concept,D091,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D032,Brucellosis,bruc,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_BRUC_ANNUAL,source_category_dimension,concept,D032,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D092,Campylobacteriosis,camp,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_CAMP_ANNUAL,source_category_dimension,concept,D092,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D203,Crimean-Congo haemorrhagic fever,cchf,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_CCHF_ANNUAL,source_category_dimension,concept,D203,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D052,Chikungunya virus disease,chik,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_CHIK_ANNUAL,source_category_dimension,concept,D052,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D094,Chlamydia infection,chlam,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_CHLAM_ANNUAL,source_category_dimension,concept,D094,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D002,Cholera,chol,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_CHOL_ANNUAL,source_category_dimension,concept,D002,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D167,"Syphilis, congenital",consyph,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_CONSYPH_ANNUAL,source_category_dimension,concept,D167,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D096,Cryptosporidiosis,cryp,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_CRYP_ANNUAL,source_category_dimension,concept,D096,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D021,Dengue,dengue,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_DENGUE_ANNUAL,source_category_dimension,concept,D021,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D029,Diphtheria,diph,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_DIPH_ANNUAL,source_category_dimension,concept,D029,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D045,Echinococcosis,echi,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_ECHI_ANNUAL,source_category_dimension,concept,D045,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
,Ebola and Marburg virus disease,filo,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved; legacy flat-target compatibility is intentionally disabled,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_FILO_ANNUAL,source_category_dimension,group,G_VIRAL_HEMORRHAGIC_FEVER_SPECTRUM,aggregate,not_comparable,no_projection,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D099,Giardiasis,giar,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_GIAR_ANNUAL,source_category_dimension,concept,D099,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D033,Gonorrhoea,gono,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_GONO_ANNUAL,source_category_dimension,concept,D033,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D100,Invasive Haemophilus influenzae disease,haeinf,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_HAEINF_ANNUAL,source_category_dimension,concept,D100,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
D102,Hantavirus infection,hanta,National annual,,Reviewed ECDC annual country aggregate; absent cells are unknown and explicit zeroes are preserved,ECDC Surveillance Atlas of Infectious Diseases,SRC_DE_ECDC_ATLAS,SER_DE_ECDC_HANTA_ANNUAL,source_category_dimension,concept,D102,exact,conditional,canonical,non_additive,ECDC_CURRENT_GENERAL_ANNUAL_2026_08
